,name,company,year,Price,kms_driven,fuel_type
1291,GX Lexus,Lexus,2017,3069000000,75000,Xăng
1292,RAV4 Toyota,Toyota,2008,345000000,103000,Xăng
1293,6 Mazda,Mazda,2016,495000000,56000,Xăng
1294,Morning Kia,Kia,2014,205000000,110000,Xăng
1295,Soluto Kia,Kia,2021,405000000,18000,Xăng
1296,Avalon Toyota,Toyota,2002,320000000,195000,Xăng
1297,Triton Mitsubishi,Mitsubishi,2021,569000000,26000,Dầu
1298,EcoSport Ford,Ford,2018,470000000,42000,Xăng
1299,Vios Toyota,Toyota,2006,115000000,110000,Xăng
1300,Ertiga Suzuki,Suzuki,2019,445000000,60000,Xăng
1301,CX 5 Mazda,Mazda,2022,825000000,15000,Xăng
1302,X5 BMW,BMW,2015,1391000000,50000,Xăng
1303,Grand i10 Hyundai,Hyundai,2016,235000000,155,Xăng
1304,Civic Honda,Honda,2008,280000000,145000,Xăng
1305,Grand i10 Hyundai,Hyundai,2011,156000000,175000,Xăng
1306,Vios Toyota,Toyota,2019,388000000,65100,Xăng
1307,GLC Class Mercedes Benz,Mercedes Benz,2022,1999000000,50,Xăng
1308,Vios Toyota,Toyota,2014,355000000,55,Xăng
1309,Fadil Vinfast,Vinfast,2019,300000000,45000,Xăng
1310,Attrage Mitsubishi,Mitsubishi,2021,310000000,10000,Xăng
1311,Innova Toyota,Toyota,2019,530000000,198000,Xăng
1312,City Honda,Honda,2016,375000000,75000,Xăng
1313,4 Runner Toyota,Toyota,2015,5000000,20000,Xăng
1314,Everest Ford,Ford,2019,788000000,72000,Dầu
1315,Tucson Hyundai,Hyundai,2009,260000000,165000,Xăng
1316,Camry Toyota,Toyota,2020,985000000,26000,Xăng
1317,Pajero Mitsubishi,Mitsubishi,2004,135000000,150000,Xăng
1318,Xpander Cross Mitsubishi,Mitsubishi,2020,554000000,35000,Xăng
1319,Camry Toyota,Toyota,2019,900000000,49000,Xăng
1320,LS Lexus,Lexus,2013,2150000000,1,Xăng
1321,Musso Ssangyong,Ssangyong,2000,68000000,28,Xăng
1322,Ranger Ford,Ford,2020,555000000,45000,Dầu
1323,3 Mazda,Mazda,2019,490000000,48000,Xăng
1324,CLK Class Mercedes Benz,Mercedes Benz,2009,450000000,95000,Xăng
1325,Teana Nissan,Nissan,2010,330000000,110000,Xăng
1326,Rush Toyota,Toyota,2019,510000000,60000,Xăng
1327,Accent Hyundai,Hyundai,2020,428000000,32000,Xăng
1328,CX 5 Mazda,Mazda,2018,725000000,60000,Xăng
1329,E Class Mercedes Benz,Mercedes Benz,2020,1585000000,50000,Xăng
1330,CR V Honda,Honda,2021,889000000,37000,Xăng
1331,City Honda,Honda,2017,380000000,50000,Xăng
1332,Xpander Cross Mitsubishi,Mitsubishi,2022,630000000,13000,Xăng
1333,Fadil Vinfast,Vinfast,2021,329000000,40000,Xăng
1334,Xpander Mitsubishi,Mitsubishi,2020,535000000,41000,Xăng
1335,BT 50 Mazda,Mazda,2021,599000000,26000,Dầu
1336,Fadil Vinfast,Vinfast,2021,348000000,20000,Xăng
1337,Pajero Sport Mitsubishi,Mitsubishi,2012,438000000,82000,Dầu
1338,C Class Mercedes Benz,Mercedes Benz,2016,799000000,60000,Xăng
1339,Lacetti Daewoo,Daewoo,2005,120000000,100000,Xăng
1340,Lux SA2.0 Vinfast,Vinfast,2022,820000000,22000,Xăng
1341,Cruze Chevrolet,Chevrolet,2015,317000000,65000,Xăng
1342,Fortuner Toyota,Toyota,2021,1028000000,51000,Dầu
1343,EcoSport Ford,Ford,2020,410000000,49000,Xăng
1344,CX 5 Mazda,Mazda,2018,652000000,60139,Xăng
1345,Innova Toyota,Toyota,2013,339000000,92000,Xăng
1346,Aveo Chevrolet,Chevrolet,2016,188000000,85000,Xăng
1347,Trailblazer Chevrolet,Chevrolet,2019,590000000,72000,Dầu
1348,RX Lexus,Lexus,2020,3359000000,29999,Xăng
1349,Bluebird Nissan,Nissan,1981,37000000,3939,Xăng
1350,Everest Ford,Ford,2020,939000000,42000,Dầu
1351,Morning Kia,Kia,2017,295000000,25000,Xăng
1352,Camry Toyota,Toyota,2007,327000000,130000,Xăng
1353,EcoSport Ford,Ford,2017,399000000,67000,Xăng
1354,Veloster Hyundai,Hyundai,2012,385000000,100000,Xăng
1355,Spark Chevrolet,Chevrolet,2018,90000000,65000,Xăng
1356,Rio Kia,Kia,2015,249000000,123456,Xăng
1357,Colorado Chevrolet,Chevrolet,2018,535000000,79000,Dầu
1358,Innova Toyota,Toyota,2017,495000000,74000,Xăng
1359,Matiz Daewoo,Daewoo,2003,25000000,20000,Xăng
1360,3 Series BMW,BMW,2022,1539000000,1800,Xăng
1361,3008 Peugeot,Peugeot,2020,760000000,33333,Xăng
1362,City Honda,Honda,2020,465000000,84000,Xăng
1363,E Class Mercedes Benz,Mercedes Benz,2017,1330000000,32000,Xăng
1364,Elantra Hyundai,Hyundai,2017,415000000,50000,Xăng
1365,Triton Mitsubishi,Mitsubishi,2018,450000000,60000,Dầu
1366,C Class Mercedes Benz,Mercedes Benz,2016,799000000,30000,Xăng
1367,Lux SA2.0 Vinfast,Vinfast,2019,745000000,100000,Xăng
1368,Morning Kia,Kia,2017,246000000,66000,Xăng
1369,Fadil Vinfast,Vinfast,2020,335000000,19000,Xăng
1370,X trail Nissan,Nissan,2017,655000000,60000,Xăng
1371,3 Mazda,Mazda,2018,465000000,68,Xăng
1372,GLC Class Mercedes Benz,Mercedes Benz,2021,1999000000,20000,Xăng
1373,Innova Toyota,Toyota,2015,379000000,79000,Xăng
1374,Fiesta Ford,Ford,2017,389000000,28000,Xăng
1375,RX Lexus,Lexus,2019,3199000000,35000,Xăng
1376,QX80 Infiniti,Infiniti,2015,2299000000,1,Xăng
1377,Camry Toyota,Toyota,2013,569000000,100000,Xăng
1378,Morning Kia,Kia,2019,335000000,30000,Xăng
1379,City Honda,Honda,2014,348000000,36000,Xăng
1380,Focus Ford,Ford,2005,179000000,99999,Xăng
1381,Corolla Altis Toyota,Toyota,2016,515000000,38000,Xăng
1382,Morning Kia,Kia,2015,155000000,160000,Xăng
1383,Innova Toyota,Toyota,2018,545000000,62000,Xăng
1384,C Class Mercedes Benz,Mercedes Benz,2016,765000000,70000,Xăng
1385,Cruze Chevrolet,Chevrolet,2016,350000000,50000,Xăng
1386,Outlander Mitsubishi,Mitsubishi,2019,650000000,30000,Xăng
1387,E Class Mercedes Benz,Mercedes Benz,2022,2288000000,15000,Xăng
1388,Focus Ford,Ford,2015,350000000,76000,Xăng
1389,Range Rover LandRover,LandRover,2014,4399000000,60000,Xăng
1390,A Class Mercedes Benz,Mercedes Benz,2020,1659000000,18000,Xăng
1391,Sunny Nissan,Nissan,2019,370000000,53000,Xăng
1392,Innova Toyota,Toyota,2010,275000000,14567,Xăng
1393,Camry Toyota,Toyota,2006,325000000,90000,Xăng
1394,Yaris Toyota,Toyota,2019,550000000,42000,Xăng
1395,EcoSport Ford,Ford,2016,385000000,73000,Xăng
1396,CR V Honda,Honda,2017,668000000,89000,Xăng
1397,Innova Toyota,Toyota,2014,298000000,137000,Xăng
1398,Grand i10 Hyundai,Hyundai,2016,339000000,30000,Xăng
1399,Fortuner Toyota,Toyota,2016,675000000,70000,Dầu
1400,C Class Mercedes Benz,Mercedes Benz,2016,935000000,30000,Xăng
1401,K3 Kia,Kia,2022,589000000,16389,Xăng
1402,CR V Honda,Honda,2013,510000000,80000,Xăng
1403,E Class Mercedes Benz,Mercedes Benz,2017,1435000000,60000,Xăng
1404,Spark Chevrolet,Chevrolet,2017,152000000,40000,Xăng
1405,3 Mazda,Mazda,2019,525000000,45000,Xăng
1406,Innova Toyota,Toyota,2008,187000000,100000,Xăng
1407,Rio Kia,Kia,2016,389000000,78653,Xăng
1408,RX Lexus,Lexus,2020,3389000000,35000,Xăng
1409,Corolla Altis Toyota,Toyota,2011,385000000,86000,Xăng
1410,GLE Class Mercedes Benz,Mercedes Benz,2018,2690000000,20000,Xăng
1411,Cruze Chevrolet,Chevrolet,2012,215000000,90000,Xăng
1412,Trailblazer Chevrolet,Chevrolet,2019,759000000,67000,Dầu
1413,X6 BMW,BMW,2012,768000000,95000,Xăng
1414,Innova Toyota,Toyota,2019,570000000,90000,Xăng
1415,C Class Mercedes Benz,Mercedes Benz,2017,859000000,50000,Xăng
1416,3 Mazda,Mazda,2017,455000000,68000,Xăng
1417,Cruze Chevrolet,Chevrolet,2017,268000000,78000,Xăng
1418,CX 5 Mazda,Mazda,2021,698000000,23000,Xăng
1419,Captiva Chevrolet,Chevrolet,2015,398000000,56000,Xăng
1420,Innova Toyota,Toyota,2014,410000000,100000,Xăng
1421,Cruze Chevrolet,Chevrolet,2017,286000000,75000,Xăng
1422,GLC Class Mercedes Benz,Mercedes Benz,2021,1699000000,20000,Xăng
1423,Fiesta Ford,Ford,2011,225000000,160000,Xăng
1424,Elantra Hyundai,Hyundai,2018,360000000,120000,Xăng
1425,Everest Ford,Ford,2009,370000000,64000,Dầu
1426,Prado Toyota,Toyota,2015,1320000000,120000,Xăng
1427,Cruze Chevrolet,Chevrolet,2014,265000000,126218,Xăng
1428,E Class Mercedes Benz,Mercedes Benz,2017,1199000000,50000,Xăng
1429,Spark Chevrolet,Chevrolet,2018,155000000,50000,Xăng
1430,Sienna Toyota,Toyota,2010,839000000,66000,Xăng
1431,Innova Toyota,Toyota,2017,505000000,86000,Xăng
1432,Ranger Ford,Ford,2016,465000000,133,Dầu
1433,Ranger Ford,Ford,2017,655000000,78000,Dầu
1434,EcoSport Ford,Ford,2016,348000000,72000,Xăng
1435,i3 BMW,BMW,2018,930000000,30000,Xăng
1436,Rondo Kia,Kia,2020,515000000,40000,Xăng
1437,Cerato Kia,Kia,2019,535000000,24000,Xăng
1438,RX Lexus,Lexus,2015,1560000000,80000,Xăng
1439,Camry Toyota,Toyota,2010,520000000,80000,Xăng
1440,Carens Kia,Kia,2015,365000000,87,Xăng
1441,CX 5 Mazda,Mazda,2019,715000000,55000,Xăng
1442,E Class Mercedes Benz,Mercedes Benz,2021,2288000000,25000,Xăng
1443,Innova Toyota,Toyota,2018,518000000,98000,Xăng
1444,GL Class Mercedes Benz,Mercedes Benz,2007,365000000,78000,Xăng
1445,Innova Toyota,Toyota,2017,620000000,70000,Xăng
1446,S Class Mercedes Benz,Mercedes Benz,2017,1950000000,50000,Xăng
1447,Morning Kia,Kia,2014,250000000,68000,Xăng
1448,X4 BMW,BMW,2013,1150000000,96000,Xăng
1449,Focus Ford,Ford,2019,440000000,60000,Xăng
1450,Corolla Altis Toyota,Toyota,2012,369000000,76000,Xăng
1451,Vios Toyota,Toyota,2020,469000000,32000,Xăng
1452,E Class Mercedes Benz,Mercedes Benz,2021,2299000000,27000,Xăng
1453,LX Lexus,Lexus,2010,2150000000,120000,Xăng
1454,Spark Chevrolet,Chevrolet,2018,160000000,90218,Xăng
1455,Escape Ford,Ford,2008,210000000,100000,Xăng
1456,CX 5 Mazda,Mazda,2018,605000000,30000,Xăng
1457,Hilux Toyota,Toyota,2017,485000000,68888,Dầu
1458,Camry Toyota,Toyota,2016,680000000,110000,Xăng
1459,Corolla Altis Toyota,Toyota,2017,545000000,68000,Xăng
1460,Civic Honda,Honda,2021,679000000,11000,Xăng
1461,Innova Toyota,Toyota,2012,340000000,319000,Xăng
1462,RX Lexus,Lexus,2016,1969000000,60000,Xăng
1463,Cerato Koup Kia,Kia,2017,495000000,20000,Xăng
1464,Vios Toyota,Toyota,2008,220000000,156000,Xăng
1465,Santa Fe Hyundai,Hyundai,2020,979000000,74000,Dầu
1466,Transit Ford,Ford,2022,790000000,9999,Dầu
1467,City Honda,Honda,2020,470000000,28000,Xăng
1468,Rush Toyota,Toyota,2020,521000000,14000,Xăng
1469,Grand i10 Hyundai,Hyundai,2015,299000000,7,Xăng
1470,500 Fiat,Fiat,2010,296000000,43000,Xăng
1471,3 Series BMW,BMW,2016,699000000,50000,Xăng
1472,Elantra Hyundai,Hyundai,2019,435000000,65000,Xăng
1473,Carnival Kia,Kia,2022,1480000000,10000,Dầu
1474,Cayenne Porsche,Porsche,2014,1790000000,70000,Xăng
1475,Pajero Mitsubishi,Mitsubishi,2004,285000000,168218,Xăng
1476,Morning Kia,Kia,2013,210000000,80000,Xăng
1477,Hilux Toyota,Toyota,2017,535000000,73000,Dầu
1478,BT 50 Mazda,Mazda,2014,325000000,90000,Dầu
1479,X Terra Nissan,Nissan,2018,600000000,70000,Dầu
1480,Camry Toyota,Toyota,2019,1139000000,30000,Xăng
1481,Xpander Mitsubishi,Mitsubishi,2021,488000000,57000,Xăng
1482,Vios Toyota,Toyota,2014,335000000,75000,Xăng
1483,GLC Mercedes Benz,Mercedes Benz,2022,1739000000,70000,Xăng
1484,3 Mazda,Mazda,2020,596000000,40000,Xăng
1485,Xpander Mitsubishi,Mitsubishi,2020,550000000,40000,Xăng
1486,Everest Ford,Ford,2022,1090000000,11000,Dầu
1487,EcoSport Ford,Ford,2015,285000000,89000,Xăng
1488,Civic Honda,Honda,2019,650000000,40000,Xăng
1489,Vios Toyota,Toyota,2015,285000000,11,Xăng
1490,Civic Honda,Honda,2008,175000000,12222,Xăng
1491,Camry Toyota,Toyota,2021,950000000,21000,Xăng
1492,Explorer Ford,Ford,2017,916000000,46000,Xăng
1493,Cerato Kia,Kia,2018,396000000,80000,Xăng
1494,Captiva Chevrolet,Chevrolet,2007,245000000,90000,Xăng
1495,Accent Hyundai,Hyundai,2022,515000000,25000,Xăng
1496,Maybach Mercedes Benz,Mercedes Benz,2017,4990000000,30000,Xăng
1497,Fadil Vinfast,Vinfast,2022,335000000,5900,Xăng
1498,X6 BMW,BMW,2017,1399000000,70000,Xăng
1499,Accord Honda,Honda,1991,65000000,180000,Xăng
1500,Ranger Ford,Ford,2016,435000000,156218,Dầu
1501,City Honda,Honda,2019,445000000,60000,Xăng
1502,Morning Kia,Kia,2016,246000000,600000,Xăng
1503,Fiesta Ford,Ford,2016,355000000,85000,Xăng
1504,Ranger Ford,Ford,2017,475000000,91000,Dầu
1505,Vios Toyota,Toyota,2019,370000000,80000,Xăng
1506,Attrage Mitsubishi,Mitsubishi,2019,328000000,96000,Xăng
1507,Focus Ford,Ford,2010,228000000,170000,Xăng
1508,GLC Mercedes Benz,Mercedes Benz,2021,1899000000,22000,Xăng
1509,Morning Kia,Kia,2018,205000000,50000,Xăng
1510,Innova Toyota,Toyota,2009,255000000,170000,Xăng
1511,CX 8 Mazda,Mazda,2022,910000000,33000,Xăng
1512,Rio Kia,Kia,2015,405000000,45000,Xăng
1513,Cruze Chevrolet,Chevrolet,2016,355000000,43000,Xăng
1514,Vios Toyota,Toyota,2022,490000000,21000,Xăng
1515,Cayenne Porsche,Porsche,2007,423000000,96000,Xăng
1516,Zace Toyota,Toyota,2003,160000000,85000,Xăng
1517,Fortuner Toyota,Toyota,2014,565000000,127000,Dầu
1518,RX Lexus,Lexus,2007,398000000,113000,Xăng
1519,Accent Hyundai,Hyundai,2021,485000000,300000,Xăng
1520,Corolla Altis Toyota,Toyota,2015,515000000,70000,Xăng
1521,C Class Mercedes Benz,Mercedes Benz,2016,935000000,50000,Xăng
1522,Everest Ford,Ford,2019,970000000,1000,Dầu
1523,EcoSport Ford,Ford,2016,329000000,41000,Xăng
1524,Camry Toyota,Toyota,2019,780000000,59000,Xăng
1525,Pajero Mitsubishi,Mitsubishi,2007,255000000,168218,Xăng
1526,CR V Honda,Honda,2016,648000000,50000,Xăng
1527,K3 Kia,Kia,2016,358000000,70000,Xăng
1528,Sorento Kia,Kia,2021,1055000000,10000,Dầu
1529,Musso Ssangyong,Ssangyong,2004,140000000,200000,Dầu
1530,Rush Toyota,Toyota,2018,510000000,45000,Xăng
1531,CR V Honda,Honda,2019,835000000,37000,Xăng
1532,Trailblazer Chevrolet,Chevrolet,2018,635000000,55000,Dầu
1533,Tucson Hyundai,Hyundai,2018,720000000,51000,Xăng
1534,Grand i10 Hyundai,Hyundai,2015,276000000,123,Xăng
1535,Ranger Ford,Ford,2021,613000000,30000,Dầu
1536,Innova Toyota,Toyota,2019,580000000,74000,Xăng
1537,GLC Class Mercedes Benz,Mercedes Benz,2019,1849000000,60000,Xăng
1538,CX 5 Mazda,Mazda,2017,538000000,40000,Xăng
1539,S Class Mercedes Benz,Mercedes Benz,2020,3299000000,20000,Xăng
1540,Navara Nissan,Nissan,2017,485000000,82000,Dầu
1541,Fortuner Toyota,Toyota,2000,815000000,96,Dầu
1542,Camry Toyota,Toyota,2017,630000000,56000,Xăng
1543,Yaris Toyota,Toyota,2014,435000000,58000,Xăng
1544,CR V Honda,Honda,2022,975000000,16666,Xăng
1545,Innova Toyota,Toyota,2008,220000000,230000,Xăng
1546,Camry Toyota,Toyota,2018,790000000,46600,Xăng
1547,E Class Mercedes Benz,Mercedes Benz,2017,1389000000,123456,Xăng
1548,Pajero Mitsubishi,Mitsubishi,1992,115000000,128618,Xăng
1549,6 Mazda,Mazda,2017,605000000,50000,Xăng
1550,Fiesta Ford,Ford,2010,245000000,100000,Xăng
1551,Outlander Mitsubishi,Mitsubishi,2018,635000000,42000,Xăng
1552,Morning Kia,Kia,2016,159999999,96000,Xăng
1553,Vios Toyota,Toyota,2018,440000000,43000,Xăng
1554,EcoSport Ford,Ford,2021,550000000,4700,Xăng
1555,Outlander Mitsubishi,Mitsubishi,2015,440000000,13000,Xăng
1556,GLC Class Mercedes Benz,Mercedes Benz,2018,1399000000,49998,Xăng
1557,Santa Fe Hyundai,Hyundai,2022,995000000,9000,Xăng
1558,GLS Class Mercedes Benz,Mercedes Benz,2014,1450000000,12000,Xăng
1559,3 Series BMW,BMW,2008,295000000,90000,Xăng
1560,Innova Toyota,Toyota,2018,515000000,98322,Xăng
1561,Navara Nissan,Nissan,2016,500000000,80000,Dầu
1562,Accent Hyundai,Hyundai,2021,420000000,95000,Xăng
1563,CX 5 Mazda,Mazda,2022,768000000,4000,Xăng
1564,S Class Mercedes Benz,Mercedes Benz,2015,1730000000,60000,Xăng
1565,Camry Toyota,Toyota,2013,539000000,160000,Xăng
1566,Xpander Mitsubishi,Mitsubishi,2019,465000000,40000,Xăng
1567,Mondeo Ford,Ford,2004,145000000,128618,Xăng
1568,Jolie Mitsubishi,Mitsubishi,2003,68000000,22300,Xăng
1569,Accent Hyundai,Hyundai,2007,177000000,100000,Xăng
1570,Jolie Mitsubishi,Mitsubishi,2005,125000000,120000,Xăng
1571,Innova Toyota,Toyota,2018,568000000,74000,Xăng
1572,Innova Toyota,Toyota,2006,220000000,15,Xăng
1573,Accent Hyundai,Hyundai,2022,515000000,9000,Xăng
1574,Sonata Hyundai,Hyundai,2015,498000000,125000,Xăng
1575,Veloz Toyota,Toyota,2022,620000000,26000,Xăng
1576,3 Series BMW,BMW,2015,655000000,123456,Xăng
1577,Captiva Chevrolet,Chevrolet,2013,350000000,80000,Xăng
1578,i20 Hyundai,Hyundai,2009,256000000,1234,Xăng
1579,Morning Kia,Kia,2019,238000000,55000,Xăng
1580,E Class Mercedes Benz,Mercedes Benz,2018,1179000000,26000,Xăng
1581,CX 9 Mazda,Mazda,2015,713000000,68000,Xăng
1582,Grand i10 Hyundai,Hyundai,2022,390000000,70000,Xăng
1583,Navara Nissan,Nissan,2019,495000000,62000,Dầu
1584,Transit Ford,Ford,2013,350000000,500000,Dầu
1585,Camry Toyota,Toyota,2021,999000000,5000,Xăng
1586,Fortuner Toyota,Toyota,2017,775000000,63000,Xăng
1587,Lanos Daewoo,Daewoo,2004,56000000,12345,Xăng
1588,Santa Fe Hyundai,Hyundai,2010,395000000,105000,Xăng
1589,Camry Toyota,Toyota,2008,395000000,75000,Xăng
1590,CR V Honda,Honda,2013,510000000,118628,Xăng
1591,Avante Hyundai,Hyundai,2014,279000000,100000,Xăng
1592,CR V Honda,Honda,2020,899000000,30000,Xăng
1593,A3 Audi,Audi,2014,520000000,25,Xăng
1594,Ranger Ford,Ford,2016,598000000,80000,Dầu
1595,Lux SA2.0 Vinfast,Vinfast,2020,780000000,40000,Xăng
1596,Vios Toyota,Toyota,2016,284000000,60512,Xăng
1597,Sorento Kia,Kia,2021,1065000000,29000,Xăng
1598,Mu X Isuzu,Isuzu,2016,565000000,125000,Dầu
1599,Captiva Chevrolet,Chevrolet,2009,249000000,120000,Dầu
1600,Innova Toyota,Toyota,2008,239000000,168328,Xăng
1601,CR V Honda,Honda,2019,805000000,38420,Xăng
1602,Transit Ford,Ford,2023,824000000,1,Dầu
1603,Fortuner Toyota,Toyota,2019,953000000,35000,Xăng
1604,Ranger Ford,Ford,2021,578000000,28000,Dầu
1605,Carens Kia,Kia,2007,272000000,81000,Dầu
1606,3008 Peugeot,Peugeot,2018,710000000,48000,Xăng
1607,Ranger Ford,Ford,2015,520000000,80000,Dầu
1608,S Class Mercedes Benz,Mercedes Benz,2017,2490000000,30000,Xăng
1609,Everest Ford,Ford,2017,15000000,9999,Dầu
1610,C Class Mercedes Benz,Mercedes Benz,2010,345000000,80000,Xăng
1611,S Class Mercedes Benz,Mercedes Benz,2018,2800000000,40000,Xăng
1612,C Class Mercedes Benz,Mercedes Benz,2019,1300000000,35000,Xăng
1613,Vios Toyota,Toyota,2019,425000000,40000,Xăng
1614,CX 5 Mazda,Mazda,2020,819000000,14000,Xăng
1615,Fortuner Toyota,Toyota,2015,579000000,120000,Dầu
1616,Jolie Mitsubishi,Mitsubishi,2004,145000000,128618,Xăng
1617,Grand i10 Hyundai,Hyundai,2015,286000000,100000,Xăng
1618,Yaris Toyota,Toyota,2020,525000000,18430,Xăng
1619,Camry Toyota,Toyota,2003,180000000,50000,Xăng
1620,E Class Mercedes Benz,Mercedes Benz,2017,1199999999,38000,Xăng
1621,Cerato Kia,Kia,2018,420000000,120000,Xăng
1622,Ranger Ford,Ford,2022,552000000,7676,Dầu
1623,GX Lexus,Lexus,2011,1750000000,11000,Xăng
1624,Vios Toyota,Toyota,2017,400000000,56000,Xăng
1625,Cerato Kia,Kia,2020,559000000,3,Xăng
1626,3008 Peugeot,Peugeot,2018,760000000,30000,Xăng
1627,Santa Fe Hyundai,Hyundai,2021,1150000000,36000,Dầu
1628,Fadil Vinfast,Vinfast,2021,306000000,22000,Xăng
1629,Trailblazer Chevrolet,Chevrolet,2018,675000000,56000,Xăng
1630,Xpander Mitsubishi,Mitsubishi,2019,507000000,64500,Xăng
1631,MDX Acura,Acura,2007,345000000,150000,Xăng
1632,ES Lexus,Lexus,2015,1460000000,56200,Xăng
1633,Innova Toyota,Toyota,2016,354000000,69315,Xăng
1634,Civic Honda,Honda,2009,280000000,105223,Xăng
1635,CX 5 Mazda,Mazda,2020,699000000,35000,Xăng
1636,C Class Mercedes Benz,Mercedes Benz,2021,1289000000,8000,Xăng
1637,Camry Toyota,Toyota,2019,735000000,45000,Xăng
1638,City Honda,Honda,2016,393000000,82000,Xăng
1639,CX 5 Mazda,Mazda,2022,750000000,19500,Xăng
1640,3 Mazda,Mazda,2021,615000000,25000,Xăng
1641,CR V Honda,Honda,2019,835000000,51000,Xăng
1642,C Class Mercedes Benz,Mercedes Benz,2016,835000000,50000,Xăng
1643,Grand i10 Hyundai,Hyundai,2017,315000000,23000,Xăng
1644,ES Lexus,Lexus,2023,2620000000,8,Xăng
1645,Corolla Altis Toyota,Toyota,2001,125000000,23979,Xăng
1646,X6 BMW,BMW,2008,545000000,80000,Xăng
1647,Ranger Ford,Ford,2019,495000000,61000,Dầu
1648,Cerato Kia,Kia,2020,550000000,35000,Xăng
1649,Vios Toyota,Toyota,2019,425000000,36000,Xăng
1650,Camry Toyota,Toyota,2002,195000000,128618,Xăng
1651,Morning Kia,Kia,2016,215000000,60000,Xăng
1652,Pajero Sport Mitsubishi,Mitsubishi,2015,435000000,70000,Dầu
1653,3 Mazda,Mazda,2018,485000000,4,Xăng
1654,GL Class Mercedes Benz,Mercedes Benz,2014,1445000000,122100,Xăng
1655,Forte Kia,Kia,2012,310000000,730000,Xăng
1656,C Class Mercedes Benz,Mercedes Benz,2018,1299000000,25000,Xăng
1657,Fiesta Ford,Ford,2018,380000000,40000,Xăng
1658,Hi lander Isuzu,Isuzu,2004,155000000,300000,Dầu
1659,Laser Ford,Ford,2001,69000000,50,Xăng
1660,Spark Chevrolet,Chevrolet,2009,90000000,90000,Xăng
1661,Innova Toyota,Toyota,2014,335000000,95000,Xăng
1662,3 Mazda,Mazda,2019,515000000,49000,Xăng
1663,Accent Hyundai,Hyundai,2021,469000000,1,Xăng
1664,Spark Chevrolet,Chevrolet,2018,205000000,52000,Xăng
1665,Fortuner Toyota,Toyota,2018,850000000,60000,Dầu
1666,Genesis Hyundai,Hyundai,2017,1590000000,60000,Xăng
1667,S Class Mercedes Benz,Mercedes Benz,2019,3150000000,53000,Xăng
1668,Xpander Cross Mitsubishi,Mitsubishi,2020,580000000,64000,Xăng
1669,CR V Honda,Honda,2018,750000000,128000,Xăng
1670,CX 5 Mazda,Mazda,2020,735000000,50000,Xăng
1671,Accent Hyundai,Hyundai,2018,435000000,41000,Xăng
1672,Grand i10 Hyundai,Hyundai,2018,248000000,95000,Xăng
1673,Wigo Toyota,Toyota,2019,295000000,68000,Xăng
1674,Q5 Audi,Audi,2016,995000000,80000,Xăng
1675,Spark Chevrolet,Chevrolet,2014,188000000,79000,Xăng
1676,Lacetti Daewoo,Daewoo,2010,225000000,90000,Xăng
1677,3 Series BMW,BMW,2016,739000000,45000,Xăng
1678,Vios Toyota,Toyota,2018,415000000,60000,Xăng
1679,C Class Mercedes Benz,Mercedes Benz,2016,899000000,40000,Xăng
1680,Carnival Kia,Kia,2022,1660000000,23000,Xăng
1681,Xpander Mitsubishi,Mitsubishi,2021,505000000,17000,Xăng
1682,Mu X Isuzu,Isuzu,2016,605000000,45000,Dầu
1683,C Class Mercedes Benz,Mercedes Benz,2020,1199000000,17000,Xăng
1684,3 Mazda,Mazda,2016,425000000,75000,Xăng
1685,Morning Kia,Kia,2016,268000000,81000,Xăng
1686,CX 5 Mazda,Mazda,2018,680000000,40000,Xăng
1687,Vios Toyota,Toyota,2016,292000000,78000,Xăng
1688,Vios Toyota,Toyota,2019,368000000,50268,Xăng
1689,C Class Mercedes Benz,Mercedes Benz,2020,1160000000,45000,Xăng
1690,Matiz Daewoo,Daewoo,2005,46999999,96000,Xăng
1691,Pajero Mitsubishi,Mitsubishi,1999,145000000,128618,Xăng
1692,Avante Hyundai,Hyundai,2013,309000000,100000,Xăng
1693,CR V Honda,Honda,2019,810000000,50000,Xăng
1694,3 Series BMW,BMW,2008,250000000,200000,Xăng
1695,Corolla Altis Toyota,Toyota,2022,710000000,20715,Xăng
1696,Everest Ford,Ford,2022,1439000000,5000,Dầu
1697,K3 Kia,Kia,2013,305000000,125000,Xăng
1698,XC60 Volvo,Volvo,2020,1790000000,50000,Xăng
1699,3 Series BMW,BMW,2008,339999999,99000,Xăng
1700,CR V Honda,Honda,2019,855000000,61000,Xăng
1701,Trailblazer Chevrolet,Chevrolet,2019,740000000,45000,Dầu
1702,Cerato Kia,Kia,2018,460000000,30700,Xăng
1703,City Honda,Honda,2019,445000000,75000,Xăng
1704,Zace Toyota,Toyota,2005,199000000,100000,Xăng
1705,Grand i10 Hyundai,Hyundai,2018,329000000,54000,Xăng
1706,Cruze Chevrolet,Chevrolet,2016,365000000,60000,Xăng
1707,Morning Kia,Kia,2008,155000000,134000,Xăng
1708,Grand i10 Hyundai,Hyundai,2016,225000000,62000,Xăng
1709,Corolla Altis Toyota,Toyota,2011,385000000,80000,Xăng
1710,Santa Fe Hyundai,Hyundai,2008,340000000,151000,Dầu
1711,Lux A2.0 Vinfast,Vinfast,2021,629000000,380000,Xăng
1712,Fortuner Toyota,Toyota,2012,445000000,95000,Xăng
1713,Corolla Altis Toyota,Toyota,2012,415000000,86000,Xăng
