Price,company,Field2_links,name,Field3_links,year,kms_driven,Field6,transmission,fuel_type,Field9,Field10,Field11,Field12,Field13,Field14
1.090.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2022,11000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
550.000.000 đ,,,,,,,,,,,,,,,
285.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,EcoSport,https://xe.chotot.com/mua-ban-oto-ford-ecosport-sdcb3cm120,2015,89000,Đã sử dụng,Số sàn,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
650.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2019,40000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
285.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2015,11,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
175.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2008,12222,Đã sử dụng,Số sàn,Xăng,Sedan,4,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
950.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2021,21000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
916.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Explorer,https://xe.chotot.com/mua-ban-oto-ford-explorer-sdcb3cm126,2017,46000,Đã sử dụng,Tự động,Xăng,Mỹ,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
396.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2018,80000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
245.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Captiva,https://xe.chotot.com/mua-ban-oto-chevrolet-captiva-sdcb4cm158,2007,90000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
645.000.000 đ,,,,,,,,,,,,,,,
515.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2022,25000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,2,Bảo hành hãng,> 1 tấn,> 2 tấn
4.990.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,Maybach,https://xe.chotot.com/mua-ban-oto-mercedes-benz-maybach-sdcb16cm1072,2017,30000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
335.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Fadil,https://xe.chotot.com/mua-ban-oto-vinfast-fadil-sdcb80cm1082,2022,5900,Đã sử dụng,Tự động,Xăng,Việt Nam,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
1.399.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,X6,https://xe.chotot.com/mua-ban-oto-bmw-x6-sdcb9cm337,2017,70000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
65.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Accord,https://xe.chotot.com/mua-ban-oto-honda-accord-sdcb6cm239,1991,180000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Sedan,4,Bảo hành hãng,> 1 tấn,> 2 tấn
435.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2016,156218,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
445.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2019,60000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
246.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2016,600000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
355.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2016,85000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
475.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2017,91000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
370.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2019,80000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
328.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Attrage,https://xe.chotot.com/mua-ban-oto-mitsubishi-attrage-sdcb18cm471,2019,96000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
228.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Focus,https://xe.chotot.com/mua-ban-oto-ford-focus-sdcb3cm133,2010,170000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
1.899.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-sdcb16cm448,2021,22000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
205.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2018,50000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,4,Bảo hành hãng,> 1 tấn,> 2 tấn,
255.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2009,170000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
910.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 8,https://xe.chotot.com/mua-ban-oto-mazda-cx-8-sdcb7cm1088,2022,33000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
405.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Rio,https://xe.chotot.com/mua-ban-oto-kia-rio-sdcb1cm30,2015,45000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
355.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Cruze,https://xe.chotot.com/mua-ban-oto-chevrolet-cruze-sdcb4cm164,2016,43000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
520.000.000 đ,,,,,,,,,,,,,,,
490.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2022,21000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,2,Bảo hành hãng,> 1 tấn,> 2 tấn
423.000.000 đ,Porsche,https://xe.chotot.com/mua-ban-oto-porsche-sdcb63,Cayenne,https://xe.chotot.com/mua-ban-oto-porsche-cayenne-sdcb63cm657,2007,96000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
160.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Zace,https://xe.chotot.com/mua-ban-oto-toyota-zace-sdcb2cm107,2003,85000,Đã sử dụng,Số sàn,Xăng,Việt Nam,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
565.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2014,127000,Đã sử dụng,Số sàn,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
398.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,RX,https://xe.chotot.com/mua-ban-oto-lexus-rx-sdcb15cm431,2007,113000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
485.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2021,300000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
515.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Altis,https://xe.chotot.com/mua-ban-oto-toyota-corolla-altis-sdcb2cm60,2015,70000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
935.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2016,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
970.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2019,1000,Đã sử dụng,Tự động,Dầu,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
329.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,EcoSport,https://xe.chotot.com/mua-ban-oto-ford-ecosport-sdcb3cm120,2016,41000,Đã sử dụng,Số sàn,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
780.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,59000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
255.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Pajero,https://xe.chotot.com/mua-ban-oto-mitsubishi-pajero-sdcb18cm496,2007,168218,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Bảo hành hãng,> 1 tấn,> 2 tấn,,
648.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2016,50000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
358.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,K3,https://xe.chotot.com/mua-ban-oto-kia-k3-sdcb1cm15,2016,70000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
1.055.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Sorento,https://xe.chotot.com/mua-ban-oto-kia-sorento-sdcb1cm35,2021,10000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
140.000.000 đ,Ssangyong,https://xe.chotot.com/mua-ban-oto-ssangyong-sdcb70,Musso,https://xe.chotot.com/mua-ban-oto-ssangyong-musso-sdcb70cm686,2004,200000,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
510.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Rush,https://xe.chotot.com/mua-ban-oto-toyota-rush-sdcb2cm1078,2018,45000,Đã sử dụng,Tự động,Xăng,Nước khác,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
835.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2019,37000,Đã sử dụng,Tự động,Xăng,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
635.000.000 đ,,,,,,,,,,,,,,,
635.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Trailblazer,https://xe.chotot.com/mua-ban-oto-chevrolet-trailblazer-sdcb4cm1057,2018,55000,Đã sử dụng,Tự động,Dầu,Nước khác,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
720.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Tucson,https://xe.chotot.com/mua-ban-oto-hyundai-tucson-sdcb5cm229,2018,51000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
276.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2015,123,Đã sử dụng,Tự động,Xăng,Ấn Độ,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
613.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2021,30000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
580.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2019,74000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
1.849.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-class-sdcb16cm1060,2019,60000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
538.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2017,40000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
3.299.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,S Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-s-class-sdcb16cm455,2020,20000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
485.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,Navara,https://xe.chotot.com/mua-ban-oto-nissan-navara-sdcb19cm533,2017,82000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
815.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2000,96,Đã sử dụng,Số sàn,Dầu,Việt Nam,8,Bảo hành hãng,> 1 tấn,> 2 tấn,
630.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2017,56000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
435.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Yaris,https://xe.chotot.com/mua-ban-oto-toyota-yaris-sdcb2cm105,2014,58000,Đã sử dụng,Tự động,Xăng,Thái Lan,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
975.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2022,16666,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
220.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2008,230000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
790.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2018,46600,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
1.389.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2017,123456,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
115.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Pajero,https://xe.chotot.com/mua-ban-oto-mitsubishi-pajero-sdcb18cm496,1992,128618,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
605.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2017,50000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
245.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2010,100000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
635.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Outlander,https://xe.chotot.com/mua-ban-oto-mitsubishi-outlander-sdcb18cm495,2018,42000,Đã sử dụng,5,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
159.999.999 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2016,96000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
440.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2018,43000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
550.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,EcoSport,https://xe.chotot.com/mua-ban-oto-ford-ecosport-sdcb3cm120,2021,4700,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
440.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Outlander,https://xe.chotot.com/mua-ban-oto-mitsubishi-outlander-sdcb18cm495,2015,13000,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.399.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-class-sdcb16cm1060,2018,49998,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
995.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2022,9000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
1.450.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLS Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-gls-class-sdcb16cm1077,2014,12000,Đã sử dụng,Tự động,Xăng,Mỹ,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
295.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,3 Series,https://xe.chotot.com/mua-ban-oto-bmw-3-series-sdcb9cm319,2008,90000,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
515.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2018,98322,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
500.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,Navara,https://xe.chotot.com/mua-ban-oto-nissan-navara-sdcb19cm533,2016,80000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
420.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2021,95000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
768.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2022,4000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,2,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
1.730.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,S Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-s-class-sdcb16cm455,2015,60000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
539.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2013,160000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
465.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,40000,Đã sử dụng,Số sàn,Xăng,Thái Lan,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
145.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Mondeo,https://xe.chotot.com/mua-ban-oto-ford-mondeo-sdcb3cm140,2004,128618,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
68.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Jolie,https://xe.chotot.com/mua-ban-oto-mitsubishi-jolie-sdcb18cm487,2003,22300,Đã sử dụng,Số sàn,Xăng,Nhật Bản,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
177.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2007,100000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
125.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Jolie,https://xe.chotot.com/mua-ban-oto-mitsubishi-jolie-sdcb18cm487,2005,120000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
568.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2018,74000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
220.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2006,15,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
515.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2022,9000,Đã sử dụng,Tự động,Xăng,Sedan,2,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
498.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Sonata,https://xe.chotot.com/mua-ban-oto-hyundai-sonata-sdcb5cm224,2015,125000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Bảo hành hãng,> 1 tấn,> 2 tấn,,
